sample_id,dataset,label,original_sample_id,split
medhallu_8631::hallucinated,medhallu,1,medhallu_8631,test
medhallu_8631::factual,medhallu,0,medhallu_8631,test
medhallu_8632::hallucinated,medhallu,1,medhallu_8632,train
medhallu_8632::factual,medhallu,0,medhallu_8632,train
medhallu_8633::hallucinated,medhallu,1,medhallu_8633,test
medhallu_8633::factual,medhallu,0,medhallu_8633,test
medhallu_8634::hallucinated,medhallu,1,medhallu_8634,train
medhallu_8634::factual,medhallu,0,medhallu_8634,train
medhallu_8635::hallucinated,medhallu,1,medhallu_8635,train
medhallu_8635::factual,medhallu,0,medhallu_8635,train
medhallu_8636::hallucinated,medhallu,1,medhallu_8636,dev
medhallu_8636::factual,medhallu,0,medhallu_8636,dev
medhallu_8637::hallucinated,medhallu,1,medhallu_8637,train
medhallu_8637::factual,medhallu,0,medhallu_8637,train
medhallu_8638::hallucinated,medhallu,1,medhallu_8638,train
medhallu_8638::factual,medhallu,0,medhallu_8638,train
medhallu_8639::hallucinated,medhallu,1,medhallu_8639,train
medhallu_8639::factual,medhallu,0,medhallu_8639,train
medhallu_864::hallucinated,medhallu,1,medhallu_864,train
medhallu_864::factual,medhallu,0,medhallu_864,train
medhallu_8640::hallucinated,medhallu,1,medhallu_8640,test
medhallu_8640::factual,medhallu,0,medhallu_8640,test
medhallu_8641::hallucinated,medhallu,1,medhallu_8641,train
medhallu_8641::factual,medhallu,0,medhallu_8641,train
medhallu_8642::hallucinated,medhallu,1,medhallu_8642,train
medhallu_8642::factual,medhallu,0,medhallu_8642,train
medhallu_8643::hallucinated,medhallu,1,medhallu_8643,train
medhallu_8643::factual,medhallu,0,medhallu_8643,train
medhallu_8644::hallucinated,medhallu,1,medhallu_8644,train
medhallu_8644::factual,medhallu,0,medhallu_8644,train
medhallu_8645::hallucinated,medhallu,1,medhallu_8645,train
medhallu_8645::factual,medhallu,0,medhallu_8645,train
medhallu_8646::hallucinated,medhallu,1,medhallu_8646,train
medhallu_8646::factual,medhallu,0,medhallu_8646,train
medhallu_8647::hallucinated,medhallu,1,medhallu_8647,train
medhallu_8647::factual,medhallu,0,medhallu_8647,train
medhallu_8648::hallucinated,medhallu,1,medhallu_8648,test
medhallu_8648::factual,medhallu,0,medhallu_8648,test
medhallu_8649::hallucinated,medhallu,1,medhallu_8649,train
medhallu_8649::factual,medhallu,0,medhallu_8649,train
medhallu_865::hallucinated,medhallu,1,medhallu_865,train
medhallu_865::factual,medhallu,0,medhallu_865,train
medhallu_8650::hallucinated,medhallu,1,medhallu_8650,dev
medhallu_8650::factual,medhallu,0,medhallu_8650,dev
medhallu_8651::hallucinated,medhallu,1,medhallu_8651,train
medhallu_8651::factual,medhallu,0,medhallu_8651,train
medhallu_8652::hallucinated,medhallu,1,medhallu_8652,train
medhallu_8652::factual,medhallu,0,medhallu_8652,train
medhallu_8653::hallucinated,medhallu,1,medhallu_8653,train
medhallu_8653::factual,medhallu,0,medhallu_8653,train
medhallu_8654::hallucinated,medhallu,1,medhallu_8654,test
medhallu_8654::factual,medhallu,0,medhallu_8654,test
medhallu_8655::hallucinated,medhallu,1,medhallu_8655,dev
medhallu_8655::factual,medhallu,0,medhallu_8655,dev
medhallu_8656::hallucinated,medhallu,1,medhallu_8656,train
medhallu_8656::factual,medhallu,0,medhallu_8656,train
medhallu_8657::hallucinated,medhallu,1,medhallu_8657,test
medhallu_8657::factual,medhallu,0,medhallu_8657,test
medhallu_8658::hallucinated,medhallu,1,medhallu_8658,test
medhallu_8658::factual,medhallu,0,medhallu_8658,test
medhallu_8659::hallucinated,medhallu,1,medhallu_8659,dev
medhallu_8659::factual,medhallu,0,medhallu_8659,dev
medhallu_866::hallucinated,medhallu,1,medhallu_866,dev
medhallu_866::factual,medhallu,0,medhallu_866,dev
medhallu_8660::hallucinated,medhallu,1,medhallu_8660,test
medhallu_8660::factual,medhallu,0,medhallu_8660,test
medhallu_8661::hallucinated,medhallu,1,medhallu_8661,train
medhallu_8661::factual,medhallu,0,medhallu_8661,train
medhallu_8662::hallucinated,medhallu,1,medhallu_8662,train
medhallu_8662::factual,medhallu,0,medhallu_8662,train
medhallu_8663::hallucinated,medhallu,1,medhallu_8663,train
medhallu_8663::factual,medhallu,0,medhallu_8663,train
medhallu_8664::hallucinated,medhallu,1,medhallu_8664,test
medhallu_8664::factual,medhallu,0,medhallu_8664,test
medhallu_8665::hallucinated,medhallu,1,medhallu_8665,dev
medhallu_8665::factual,medhallu,0,medhallu_8665,dev
medhallu_8666::hallucinated,medhallu,1,medhallu_8666,dev
medhallu_8666::factual,medhallu,0,medhallu_8666,dev
medhallu_8667::hallucinated,medhallu,1,medhallu_8667,train
medhallu_8667::factual,medhallu,0,medhallu_8667,train
medhallu_8668::hallucinated,medhallu,1,medhallu_8668,dev
medhallu_8668::factual,medhallu,0,medhallu_8668,dev
medhallu_8669::hallucinated,medhallu,1,medhallu_8669,dev
medhallu_8669::factual,medhallu,0,medhallu_8669,dev
medhallu_867::hallucinated,medhallu,1,medhallu_867,dev
medhallu_867::factual,medhallu,0,medhallu_867,dev
medhallu_8670::hallucinated,medhallu,1,medhallu_8670,train
medhallu_8670::factual,medhallu,0,medhallu_8670,train
medhallu_8671::hallucinated,medhallu,1,medhallu_8671,train
medhallu_8671::factual,medhallu,0,medhallu_8671,train
medhallu_8672::hallucinated,medhallu,1,medhallu_8672,train
medhallu_8672::factual,medhallu,0,medhallu_8672,train
medhallu_8673::hallucinated,medhallu,1,medhallu_8673,dev
medhallu_8673::factual,medhallu,0,medhallu_8673,dev
medhallu_8674::hallucinated,medhallu,1,medhallu_8674,test
medhallu_8674::factual,medhallu,0,medhallu_8674,test
medhallu_8675::hallucinated,medhallu,1,medhallu_8675,test
medhallu_8675::factual,medhallu,0,medhallu_8675,test
medhallu_8676::hallucinated,medhallu,1,medhallu_8676,dev
medhallu_8676::factual,medhallu,0,medhallu_8676,dev
medhallu_8677::hallucinated,medhallu,1,medhallu_8677,test
medhallu_8677::factual,medhallu,0,medhallu_8677,test
medhallu_8678::hallucinated,medhallu,1,medhallu_8678,train
medhallu_8678::factual,medhallu,0,medhallu_8678,train
medhallu_8679::hallucinated,medhallu,1,medhallu_8679,train
medhallu_8679::factual,medhallu,0,medhallu_8679,train
medhallu_868::hallucinated,medhallu,1,medhallu_868,train
medhallu_868::factual,medhallu,0,medhallu_868,train
medhallu_8680::hallucinated,medhallu,1,medhallu_8680,test
medhallu_8680::factual,medhallu,0,medhallu_8680,test
medhallu_8681::hallucinated,medhallu,1,medhallu_8681,test
medhallu_8681::factual,medhallu,0,medhallu_8681,test
medhallu_8682::hallucinated,medhallu,1,medhallu_8682,test
medhallu_8682::factual,medhallu,0,medhallu_8682,test
medhallu_8683::hallucinated,medhallu,1,medhallu_8683,train
medhallu_8683::factual,medhallu,0,medhallu_8683,train
medhallu_8684::hallucinated,medhallu,1,medhallu_8684,train
medhallu_8684::factual,medhallu,0,medhallu_8684,train
medhallu_8685::hallucinated,medhallu,1,medhallu_8685,test
medhallu_8685::factual,medhallu,0,medhallu_8685,test
medhallu_8686::hallucinated,medhallu,1,medhallu_8686,dev
medhallu_8686::factual,medhallu,0,medhallu_8686,dev
medhallu_8687::hallucinated,medhallu,1,medhallu_8687,train
medhallu_8687::factual,medhallu,0,medhallu_8687,train
medhallu_8688::hallucinated,medhallu,1,medhallu_8688,train
medhallu_8688::factual,medhallu,0,medhallu_8688,train
medhallu_8689::hallucinated,medhallu,1,medhallu_8689,train
medhallu_8689::factual,medhallu,0,medhallu_8689,train
medhallu_869::hallucinated,medhallu,1,medhallu_869,dev
medhallu_869::factual,medhallu,0,medhallu_869,dev
medhallu_8690::hallucinated,medhallu,1,medhallu_8690,train
medhallu_8690::factual,medhallu,0,medhallu_8690,train
medhallu_8691::hallucinated,medhallu,1,medhallu_8691,dev
medhallu_8691::factual,medhallu,0,medhallu_8691,dev
medhallu_8692::hallucinated,medhallu,1,medhallu_8692,train
medhallu_8692::factual,medhallu,0,medhallu_8692,train
medhallu_8693::hallucinated,medhallu,1,medhallu_8693,train
medhallu_8693::factual,medhallu,0,medhallu_8693,train
medhallu_8694::hallucinated,medhallu,1,medhallu_8694,train
medhallu_8694::factual,medhallu,0,medhallu_8694,train
medhallu_8695::hallucinated,medhallu,1,medhallu_8695,dev
medhallu_8695::factual,medhallu,0,medhallu_8695,dev
medhallu_8696::hallucinated,medhallu,1,medhallu_8696,train
medhallu_8696::factual,medhallu,0,medhallu_8696,train
medhallu_8697::hallucinated,medhallu,1,medhallu_8697,train
medhallu_8697::factual,medhallu,0,medhallu_8697,train
medhallu_8698::hallucinated,medhallu,1,medhallu_8698,train
medhallu_8698::factual,medhallu,0,medhallu_8698,train
medhallu_8699::hallucinated,medhallu,1,medhallu_8699,dev
medhallu_8699::factual,medhallu,0,medhallu_8699,dev
medhallu_87::hallucinated,medhallu,1,medhallu_87,test
medhallu_87::factual,medhallu,0,medhallu_87,test
medhallu_870::hallucinated,medhallu,1,medhallu_870,dev
medhallu_870::factual,medhallu,0,medhallu_870,dev
medhallu_8700::hallucinated,medhallu,1,medhallu_8700,train
medhallu_8700::factual,medhallu,0,medhallu_8700,train
medhallu_8701::hallucinated,medhallu,1,medhallu_8701,dev
medhallu_8701::factual,medhallu,0,medhallu_8701,dev
medhallu_8702::hallucinated,medhallu,1,medhallu_8702,train
medhallu_8702::factual,medhallu,0,medhallu_8702,train
medhallu_8703::hallucinated,medhallu,1,medhallu_8703,train
medhallu_8703::factual,medhallu,0,medhallu_8703,train
medhallu_8704::hallucinated,medhallu,1,medhallu_8704,test
medhallu_8704::factual,medhallu,0,medhallu_8704,test
medhallu_8705::hallucinated,medhallu,1,medhallu_8705,dev
medhallu_8705::factual,medhallu,0,medhallu_8705,dev
medhallu_8706::hallucinated,medhallu,1,medhallu_8706,test
medhallu_8706::factual,medhallu,0,medhallu_8706,test
medhallu_8707::hallucinated,medhallu,1,medhallu_8707,test
medhallu_8707::factual,medhallu,0,medhallu_8707,test
medhallu_8708::hallucinated,medhallu,1,medhallu_8708,dev
medhallu_8708::factual,medhallu,0,medhallu_8708,dev
medhallu_8709::hallucinated,medhallu,1,medhallu_8709,train
medhallu_8709::factual,medhallu,0,medhallu_8709,train
medhallu_871::hallucinated,medhallu,1,medhallu_871,dev
medhallu_871::factual,medhallu,0,medhallu_871,dev
medhallu_8710::hallucinated,medhallu,1,medhallu_8710,dev
medhallu_8710::factual,medhallu,0,medhallu_8710,dev
medhallu_8711::hallucinated,medhallu,1,medhallu_8711,train
medhallu_8711::factual,medhallu,0,medhallu_8711,train
medhallu_8712::hallucinated,medhallu,1,medhallu_8712,test
medhallu_8712::factual,medhallu,0,medhallu_8712,test
medhallu_8713::hallucinated,medhallu,1,medhallu_8713,train
medhallu_8713::factual,medhallu,0,medhallu_8713,train
medhallu_8714::hallucinated,medhallu,1,medhallu_8714,test
medhallu_8714::factual,medhallu,0,medhallu_8714,test
medhallu_8715::hallucinated,medhallu,1,medhallu_8715,test
medhallu_8715::factual,medhallu,0,medhallu_8715,test
medhallu_8716::hallucinated,medhallu,1,medhallu_8716,train
medhallu_8716::factual,medhallu,0,medhallu_8716,train
medhallu_8717::hallucinated,medhallu,1,medhallu_8717,train
medhallu_8717::factual,medhallu,0,medhallu_8717,train
medhallu_8718::hallucinated,medhallu,1,medhallu_8718,test
medhallu_8718::factual,medhallu,0,medhallu_8718,test
medhallu_8719::hallucinated,medhallu,1,medhallu_8719,train
medhallu_8719::factual,medhallu,0,medhallu_8719,train
medhallu_872::hallucinated,medhallu,1,medhallu_872,train
medhallu_872::factual,medhallu,0,medhallu_872,train
medhallu_8720::hallucinated,medhallu,1,medhallu_8720,dev
medhallu_8720::factual,medhallu,0,medhallu_8720,dev
medhallu_8721::hallucinated,medhallu,1,medhallu_8721,train
medhallu_8721::factual,medhallu,0,medhallu_8721,train
medhallu_8722::hallucinated,medhallu,1,medhallu_8722,train
medhallu_8722::factual,medhallu,0,medhallu_8722,train
medhallu_8723::hallucinated,medhallu,1,medhallu_8723,dev
medhallu_8723::factual,medhallu,0,medhallu_8723,dev
medhallu_8724::hallucinated,medhallu,1,medhallu_8724,train
medhallu_8724::factual,medhallu,0,medhallu_8724,train
medhallu_8725::hallucinated,medhallu,1,medhallu_8725,train
medhallu_8725::factual,medhallu,0,medhallu_8725,train
medhallu_8726::hallucinated,medhallu,1,medhallu_8726,train
medhallu_8726::factual,medhallu,0,medhallu_8726,train
medhallu_8727::hallucinated,medhallu,1,medhallu_8727,train
medhallu_8727::factual,medhallu,0,medhallu_8727,train
medhallu_8728::hallucinated,medhallu,1,medhallu_8728,test
medhallu_8728::factual,medhallu,0,medhallu_8728,test
medhallu_8729::hallucinated,medhallu,1,medhallu_8729,train
medhallu_8729::factual,medhallu,0,medhallu_8729,train
medhallu_873::hallucinated,medhallu,1,medhallu_873,train
medhallu_873::factual,medhallu,0,medhallu_873,train
medhallu_8730::hallucinated,medhallu,1,medhallu_8730,train
medhallu_8730::factual,medhallu,0,medhallu_8730,train
medhallu_8731::hallucinated,medhallu,1,medhallu_8731,train
medhallu_8731::factual,medhallu,0,medhallu_8731,train
medhallu_8732::hallucinated,medhallu,1,medhallu_8732,train
medhallu_8732::factual,medhallu,0,medhallu_8732,train
medhallu_8733::hallucinated,medhallu,1,medhallu_8733,train
medhallu_8733::factual,medhallu,0,medhallu_8733,train
medhallu_8734::hallucinated,medhallu,1,medhallu_8734,train
medhallu_8734::factual,medhallu,0,medhallu_8734,train
medhallu_8735::hallucinated,medhallu,1,medhallu_8735,train
medhallu_8735::factual,medhallu,0,medhallu_8735,train
medhallu_8736::hallucinated,medhallu,1,medhallu_8736,train
medhallu_8736::factual,medhallu,0,medhallu_8736,train
medhallu_8737::hallucinated,medhallu,1,medhallu_8737,train
medhallu_8737::factual,medhallu,0,medhallu_8737,train
medhallu_8738::hallucinated,medhallu,1,medhallu_8738,train
medhallu_8738::factual,medhallu,0,medhallu_8738,train
medhallu_8739::hallucinated,medhallu,1,medhallu_8739,train
medhallu_8739::factual,medhallu,0,medhallu_8739,train
medhallu_874::hallucinated,medhallu,1,medhallu_874,train
medhallu_874::factual,medhallu,0,medhallu_874,train
medhallu_8740::hallucinated,medhallu,1,medhallu_8740,test
medhallu_8740::factual,medhallu,0,medhallu_8740,test
medhallu_8741::hallucinated,medhallu,1,medhallu_8741,test
medhallu_8741::factual,medhallu,0,medhallu_8741,test
medhallu_8742::hallucinated,medhallu,1,medhallu_8742,test
medhallu_8742::factual,medhallu,0,medhallu_8742,test
medhallu_8743::hallucinated,medhallu,1,medhallu_8743,test
medhallu_8743::factual,medhallu,0,medhallu_8743,test
medhallu_8744::hallucinated,medhallu,1,medhallu_8744,train
medhallu_8744::factual,medhallu,0,medhallu_8744,train
medhallu_8745::hallucinated,medhallu,1,medhallu_8745,train
medhallu_8745::factual,medhallu,0,medhallu_8745,train
medhallu_8746::hallucinated,medhallu,1,medhallu_8746,dev
medhallu_8746::factual,medhallu,0,medhallu_8746,dev
medhallu_8747::hallucinated,medhallu,1,medhallu_8747,train
medhallu_8747::factual,medhallu,0,medhallu_8747,train
medhallu_8748::hallucinated,medhallu,1,medhallu_8748,train
medhallu_8748::factual,medhallu,0,medhallu_8748,train
medhallu_8749::hallucinated,medhallu,1,medhallu_8749,train
medhallu_8749::factual,medhallu,0,medhallu_8749,train
medhallu_875::hallucinated,medhallu,1,medhallu_875,train
medhallu_875::factual,medhallu,0,medhallu_875,train
medhallu_8750::hallucinated,medhallu,1,medhallu_8750,train
medhallu_8750::factual,medhallu,0,medhallu_8750,train
medhallu_8751::hallucinated,medhallu,1,medhallu_8751,test
medhallu_8751::factual,medhallu,0,medhallu_8751,test
medhallu_8752::hallucinated,medhallu,1,medhallu_8752,train
medhallu_8752::factual,medhallu,0,medhallu_8752,train
medhallu_8753::hallucinated,medhallu,1,medhallu_8753,train
medhallu_8753::factual,medhallu,0,medhallu_8753,train
medhallu_8754::hallucinated,medhallu,1,medhallu_8754,train
medhallu_8754::factual,medhallu,0,medhallu_8754,train
medhallu_8755::hallucinated,medhallu,1,medhallu_8755,train
medhallu_8755::factual,medhallu,0,medhallu_8755,train
medhallu_8756::hallucinated,medhallu,1,medhallu_8756,train
medhallu_8756::factual,medhallu,0,medhallu_8756,train
medhallu_8757::hallucinated,medhallu,1,medhallu_8757,dev
medhallu_8757::factual,medhallu,0,medhallu_8757,dev
medhallu_8758::hallucinated,medhallu,1,medhallu_8758,train
medhallu_8758::factual,medhallu,0,medhallu_8758,train
medhallu_8759::hallucinated,medhallu,1,medhallu_8759,train
medhallu_8759::factual,medhallu,0,medhallu_8759,train
medhallu_876::hallucinated,medhallu,1,medhallu_876,dev
medhallu_876::factual,medhallu,0,medhallu_876,dev
medhallu_8760::hallucinated,medhallu,1,medhallu_8760,train
medhallu_8760::factual,medhallu,0,medhallu_8760,train
medhallu_8761::hallucinated,medhallu,1,medhallu_8761,train
medhallu_8761::factual,medhallu,0,medhallu_8761,train
medhallu_8762::hallucinated,medhallu,1,medhallu_8762,train
medhallu_8762::factual,medhallu,0,medhallu_8762,train
medhallu_8763::hallucinated,medhallu,1,medhallu_8763,train
medhallu_8763::factual,medhallu,0,medhallu_8763,train
medhallu_8764::hallucinated,medhallu,1,medhallu_8764,train
medhallu_8764::factual,medhallu,0,medhallu_8764,train
medhallu_8765::hallucinated,medhallu,1,medhallu_8765,train
medhallu_8765::factual,medhallu,0,medhallu_8765,train
medhallu_8766::hallucinated,medhallu,1,medhallu_8766,dev
medhallu_8766::factual,medhallu,0,medhallu_8766,dev
medhallu_8767::hallucinated,medhallu,1,medhallu_8767,dev
medhallu_8767::factual,medhallu,0,medhallu_8767,dev
medhallu_8768::hallucinated,medhallu,1,medhallu_8768,dev
medhallu_8768::factual,medhallu,0,medhallu_8768,dev
medhallu_8769::hallucinated,medhallu,1,medhallu_8769,train
medhallu_8769::factual,medhallu,0,medhallu_8769,train
medhallu_877::hallucinated,medhallu,1,medhallu_877,dev
medhallu_877::factual,medhallu,0,medhallu_877,dev
medhallu_8770::hallucinated,medhallu,1,medhallu_8770,test
medhallu_8770::factual,medhallu,0,medhallu_8770,test
medhallu_8771::hallucinated,medhallu,1,medhallu_8771,test
medhallu_8771::factual,medhallu,0,medhallu_8771,test
medhallu_8772::hallucinated,medhallu,1,medhallu_8772,train
medhallu_8772::factual,medhallu,0,medhallu_8772,train
medhallu_8773::hallucinated,medhallu,1,medhallu_8773,dev
medhallu_8773::factual,medhallu,0,medhallu_8773,dev
medhallu_8774::hallucinated,medhallu,1,medhallu_8774,dev
medhallu_8774::factual,medhallu,0,medhallu_8774,dev
medhallu_8775::hallucinated,medhallu,1,medhallu_8775,train
medhallu_8775::factual,medhallu,0,medhallu_8775,train
medhallu_8776::hallucinated,medhallu,1,medhallu_8776,dev
medhallu_8776::factual,medhallu,0,medhallu_8776,dev
medhallu_8777::hallucinated,medhallu,1,medhallu_8777,train
medhallu_8777::factual,medhallu,0,medhallu_8777,train
medhallu_8778::hallucinated,medhallu,1,medhallu_8778,test
medhallu_8778::factual,medhallu,0,medhallu_8778,test
medhallu_8779::hallucinated,medhallu,1,medhallu_8779,train
medhallu_8779::factual,medhallu,0,medhallu_8779,train
medhallu_878::hallucinated,medhallu,1,medhallu_878,test
medhallu_878::factual,medhallu,0,medhallu_878,test
medhallu_8780::hallucinated,medhallu,1,medhallu_8780,train
medhallu_8780::factual,medhallu,0,medhallu_8780,train
medhallu_8781::hallucinated,medhallu,1,medhallu_8781,dev
medhallu_8781::factual,medhallu,0,medhallu_8781,dev
medhallu_8782::hallucinated,medhallu,1,medhallu_8782,test
medhallu_8782::factual,medhallu,0,medhallu_8782,test
medhallu_8783::hallucinated,medhallu,1,medhallu_8783,dev
medhallu_8783::factual,medhallu,0,medhallu_8783,dev
medhallu_8784::hallucinated,medhallu,1,medhallu_8784,test
medhallu_8784::factual,medhallu,0,medhallu_8784,test
medhallu_8785::hallucinated,medhallu,1,medhallu_8785,dev
medhallu_8785::factual,medhallu,0,medhallu_8785,dev
medhallu_8786::hallucinated,medhallu,1,medhallu_8786,dev
medhallu_8786::factual,medhallu,0,medhallu_8786,dev
medhallu_8787::hallucinated,medhallu,1,medhallu_8787,train
medhallu_8787::factual,medhallu,0,medhallu_8787,train
medhallu_8788::hallucinated,medhallu,1,medhallu_8788,dev
medhallu_8788::factual,medhallu,0,medhallu_8788,dev
medhallu_8789::hallucinated,medhallu,1,medhallu_8789,train
medhallu_8789::factual,medhallu,0,medhallu_8789,train
medhallu_879::hallucinated,medhallu,1,medhallu_879,dev
medhallu_879::factual,medhallu,0,medhallu_879,dev
medhallu_8790::hallucinated,medhallu,1,medhallu_8790,train
medhallu_8790::factual,medhallu,0,medhallu_8790,train
medhallu_8791::hallucinated,medhallu,1,medhallu_8791,train
medhallu_8791::factual,medhallu,0,medhallu_8791,train
medhallu_8792::hallucinated,medhallu,1,medhallu_8792,test
medhallu_8792::factual,medhallu,0,medhallu_8792,test
medhallu_8793::hallucinated,medhallu,1,medhallu_8793,train
medhallu_8793::factual,medhallu,0,medhallu_8793,train
medhallu_8794::hallucinated,medhallu,1,medhallu_8794,dev
medhallu_8794::factual,medhallu,0,medhallu_8794,dev
medhallu_8795::hallucinated,medhallu,1,medhallu_8795,train
medhallu_8795::factual,medhallu,0,medhallu_8795,train
medhallu_8796::hallucinated,medhallu,1,medhallu_8796,test
medhallu_8796::factual,medhallu,0,medhallu_8796,test
medhallu_8797::hallucinated,medhallu,1,medhallu_8797,train
medhallu_8797::factual,medhallu,0,medhallu_8797,train
medhallu_8798::hallucinated,medhallu,1,medhallu_8798,train
medhallu_8798::factual,medhallu,0,medhallu_8798,train
medhallu_8799::hallucinated,medhallu,1,medhallu_8799,train
medhallu_8799::factual,medhallu,0,medhallu_8799,train
medhallu_88::hallucinated,medhallu,1,medhallu_88,test
medhallu_88::factual,medhallu,0,medhallu_88,test
medhallu_880::hallucinated,medhallu,1,medhallu_880,train
medhallu_880::factual,medhallu,0,medhallu_880,train
medhallu_8800::hallucinated,medhallu,1,medhallu_8800,train
medhallu_8800::factual,medhallu,0,medhallu_8800,train
medhallu_8801::hallucinated,medhallu,1,medhallu_8801,dev
medhallu_8801::factual,medhallu,0,medhallu_8801,dev
medhallu_8802::hallucinated,medhallu,1,medhallu_8802,dev
medhallu_8802::factual,medhallu,0,medhallu_8802,dev
medhallu_8803::hallucinated,medhallu,1,medhallu_8803,dev
medhallu_8803::factual,medhallu,0,medhallu_8803,dev
medhallu_8804::hallucinated,medhallu,1,medhallu_8804,train
medhallu_8804::factual,medhallu,0,medhallu_8804,train
medhallu_8805::hallucinated,medhallu,1,medhallu_8805,train
medhallu_8805::factual,medhallu,0,medhallu_8805,train
medhallu_8806::hallucinated,medhallu,1,medhallu_8806,dev
medhallu_8806::factual,medhallu,0,medhallu_8806,dev
medhallu_8807::hallucinated,medhallu,1,medhallu_8807,train
medhallu_8807::factual,medhallu,0,medhallu_8807,train
medhallu_8808::hallucinated,medhallu,1,medhallu_8808,dev
medhallu_8808::factual,medhallu,0,medhallu_8808,dev
medhallu_8809::hallucinated,medhallu,1,medhallu_8809,train
medhallu_8809::factual,medhallu,0,medhallu_8809,train
medhallu_881::hallucinated,medhallu,1,medhallu_881,test
medhallu_881::factual,medhallu,0,medhallu_881,test
medhallu_8810::hallucinated,medhallu,1,medhallu_8810,train
medhallu_8810::factual,medhallu,0,medhallu_8810,train
medhallu_8811::hallucinated,medhallu,1,medhallu_8811,train
medhallu_8811::factual,medhallu,0,medhallu_8811,train
medhallu_8812::hallucinated,medhallu,1,medhallu_8812,test
medhallu_8812::factual,medhallu,0,medhallu_8812,test
medhallu_8813::hallucinated,medhallu,1,medhallu_8813,train
medhallu_8813::factual,medhallu,0,medhallu_8813,train
medhallu_8814::hallucinated,medhallu,1,medhallu_8814,train
medhallu_8814::factual,medhallu,0,medhallu_8814,train
medhallu_8815::hallucinated,medhallu,1,medhallu_8815,train
medhallu_8815::factual,medhallu,0,medhallu_8815,train
medhallu_8816::hallucinated,medhallu,1,medhallu_8816,test
medhallu_8816::factual,medhallu,0,medhallu_8816,test
medhallu_8817::hallucinated,medhallu,1,medhallu_8817,test
medhallu_8817::factual,medhallu,0,medhallu_8817,test
medhallu_8818::hallucinated,medhallu,1,medhallu_8818,test
medhallu_8818::factual,medhallu,0,medhallu_8818,test
medhallu_8819::hallucinated,medhallu,1,medhallu_8819,dev
medhallu_8819::factual,medhallu,0,medhallu_8819,dev
medhallu_882::hallucinated,medhallu,1,medhallu_882,train
medhallu_882::factual,medhallu,0,medhallu_882,train
medhallu_8820::hallucinated,medhallu,1,medhallu_8820,dev
medhallu_8820::factual,medhallu,0,medhallu_8820,dev
medhallu_8821::hallucinated,medhallu,1,medhallu_8821,train
medhallu_8821::factual,medhallu,0,medhallu_8821,train
medhallu_8822::hallucinated,medhallu,1,medhallu_8822,train
medhallu_8822::factual,medhallu,0,medhallu_8822,train
medhallu_8823::hallucinated,medhallu,1,medhallu_8823,train
medhallu_8823::factual,medhallu,0,medhallu_8823,train
medhallu_8824::hallucinated,medhallu,1,medhallu_8824,train
medhallu_8824::factual,medhallu,0,medhallu_8824,train
medhallu_8825::hallucinated,medhallu,1,medhallu_8825,train
medhallu_8825::factual,medhallu,0,medhallu_8825,train
medhallu_8826::hallucinated,medhallu,1,medhallu_8826,train
medhallu_8826::factual,medhallu,0,medhallu_8826,train
medhallu_8827::hallucinated,medhallu,1,medhallu_8827,test
medhallu_8827::factual,medhallu,0,medhallu_8827,test
medhallu_8828::hallucinated,medhallu,1,medhallu_8828,test
medhallu_8828::factual,medhallu,0,medhallu_8828,test
medhallu_8829::hallucinated,medhallu,1,medhallu_8829,dev
medhallu_8829::factual,medhallu,0,medhallu_8829,dev
medhallu_883::hallucinated,medhallu,1,medhallu_883,train
medhallu_883::factual,medhallu,0,medhallu_883,train
medhallu_8830::hallucinated,medhallu,1,medhallu_8830,train
medhallu_8830::factual,medhallu,0,medhallu_8830,train
medhallu_8831::hallucinated,medhallu,1,medhallu_8831,train
medhallu_8831::factual,medhallu,0,medhallu_8831,train
medhallu_8832::hallucinated,medhallu,1,medhallu_8832,train
medhallu_8832::factual,medhallu,0,medhallu_8832,train
medhallu_8833::hallucinated,medhallu,1,medhallu_8833,dev
medhallu_8833::factual,medhallu,0,medhallu_8833,dev
medhallu_8834::hallucinated,medhallu,1,medhallu_8834,train
medhallu_8834::factual,medhallu,0,medhallu_8834,train
medhallu_8835::hallucinated,medhallu,1,medhallu_8835,train
medhallu_8835::factual,medhallu,0,medhallu_8835,train
medhallu_8836::hallucinated,medhallu,1,medhallu_8836,train
medhallu_8836::factual,medhallu,0,medhallu_8836,train
medhallu_8837::hallucinated,medhallu,1,medhallu_8837,test
medhallu_8837::factual,medhallu,0,medhallu_8837,test
medhallu_8838::hallucinated,medhallu,1,medhallu_8838,test
medhallu_8838::factual,medhallu,0,medhallu_8838,test
medhallu_8839::hallucinated,medhallu,1,medhallu_8839,train
medhallu_8839::factual,medhallu,0,medhallu_8839,train
medhallu_884::hallucinated,medhallu,1,medhallu_884,dev
medhallu_884::factual,medhallu,0,medhallu_884,dev
medhallu_8840::hallucinated,medhallu,1,medhallu_8840,train
medhallu_8840::factual,medhallu,0,medhallu_8840,train
medhallu_8841::hallucinated,medhallu,1,medhallu_8841,train
medhallu_8841::factual,medhallu,0,medhallu_8841,train
medhallu_8842::hallucinated,medhallu,1,medhallu_8842,train
medhallu_8842::factual,medhallu,0,medhallu_8842,train
medhallu_8843::hallucinated,medhallu,1,medhallu_8843,train
medhallu_8843::factual,medhallu,0,medhallu_8843,train
medhallu_8844::hallucinated,medhallu,1,medhallu_8844,train
